text-filter,pos_tags,affordance_y,words,stemmed_words,stem_no_stop,cluster,pos_list,tag_cluster
"you travel internationally, you can buy a ""Pay as you go"" SIM Card and use the mobile phone locally (also to use wireless data and use Skype or any other application)- Many applications (productivity tools) that Apple and Android would sell you, are free in Nokia OVI- Great battery duration, excellent voice quality and very, very stable- Very productive phone:","['PRP', 'VBP', 'RB', ',', 'PRP', 'MD', 'VB', 'DT', '``', 'NNP', 'IN', 'PRP', 'VBP', ""''"", 'NNP', 'NNP', 'CC', 'VB', 'DT', 'JJ', 'NN', 'RB', '(', 'RB', 'TO', 'VB', 'JJ', 'NNS', 'CC', 'VB', 'NNP', 'CC', 'DT', 'JJ', 'NN', ')', ':', 'JJ', 'NNS', '(', 'NN', 'NNS', ')', 'IN', 'NNP', 'CC', 'NNP', 'MD', 'VB', 'PRP', ',', 'VBP', 'JJ', 'IN', 'NNP', 'NNP', 'NNP', 'NN', 'NN', ',', 'JJ', 'NN', 'NN', 'CC', 'RB', ',', 'RB', 'JJ', 'NNP', 'JJ', 'NN', ':']",phone quality,"['you', 'travel', 'internationally', ',', 'you', 'can', 'buy', 'a', '``', 'Pay', 'as', 'you', 'go', ""''"", 'SIM', 'Card', 'and', 'use', 'the', 'mobile', 'phone', 'locally', '(', 'also', 'to', 'use', 'wireless', 'data', 'and', 'use', 'Skype', 'or', 'any', 'other', 'application', ')', '-', 'Many', 'applications', '(', 'productivity', 'tools', ')', 'that', 'Apple', 'and', 'Android', 'would', 'sell', 'you', ',', 'are', 'free', 'in', 'Nokia', 'OVI-', 'Great', 'battery', 'duration', ',', 'excellent', 'voice', 'quality', 'and', 'very', ',', 'very', 'stable-', 'Very', 'productive', 'phone', ':']","['you', 'travel', 'intern', ',', 'you', 'can', 'buy', 'a', '``', 'pay', 'as', 'you', 'go', ""''"", 'sim', 'card', 'and', 'use', 'the', 'mobil', 'phone', 'local', '(', 'also', 'to', 'use', 'wireless', 'data', 'and', 'use', 'skype', 'or', 'ani', 'other', 'applic', ')', '-', 'mani', 'applic', '(', 'product', 'tool', ')', 'that', 'appl', 'and', 'android', 'would', 'sell', 'you', ',', 'are', 'free', 'in', 'nokia', 'ovi-', 'great', 'batteri', 'durat', ',', 'excel', 'voic', 'qualiti', 'and', 'veri', ',', 'veri', 'stable-', 'veri', 'product', 'phone', ':']","['travel', 'intern', ',', 'buy', '``', 'pay', 'go', ""''"", 'sim', 'card', 'use', 'mobil', 'phone', 'local', '(', 'also', 'use', 'wireless', 'data', 'use', 'skype', 'ani', 'applic', ')', '-', 'mani', 'applic', '(', 'product', 'tool', ')', 'appl', 'android', 'would', 'sell', ',', 'free', 'nokia', 'ovi-', 'great', 'batteri', 'durat', ',', 'excel', 'voic', 'qualiti', 'veri', ',', 'veri', 'stable-', 'veri', 'product', 'phone', ':']",0,"PRP VBP RB , PRP MD VB DT `` NNP IN PRP VBP '' NNP NNP CC VB DT JJ NN RB ( RB TO VB JJ NNS CC VB NNP CC DT JJ NN ) : JJ NNS ( NN NNS ) IN NNP CC NNP MD VB PRP , VBP JJ IN NNP NNP NNP NN NN , JJ NN NN CC RB , RB JJ NNP JJ NN :",3
,[],phone quality,[],[],[],2,,3
No portrait keyboard and text prediction is horrible,"['DT', 'NN', 'NN', 'CC', 'NN', 'NN', 'VBZ', 'JJ']",user friendly keyboard #missing,"['No', 'portrait', 'keyboard', 'and', 'text', 'prediction', 'is', 'horrible']","['No', 'portrait', 'keyboard', 'and', 'text', 'predict', 'is', 'horribl']","['No', 'portrait', 'keyboard', 'text', 'predict', 'horribl']",2,DT NN NN CC NN NN VBZ JJ,2
 It can handle small games and listening to music and gaming good,"['PRP', 'MD', 'VB', 'JJ', 'NNS', 'CC', 'VBG', 'TO', 'NN', 'CC', 'NN', 'JJ']",gaming experience,"['It', 'can', 'handle', 'small', 'games', 'and', 'listening', 'to', 'music', 'and', 'gaming', 'good']","['It', 'can', 'handl', 'small', 'game', 'and', 'listen', 'to', 'music', 'and', 'game', 'good']","['It', 'handl', 'small', 'game', 'listen', 'music', 'game', 'good']",2,PRP MD VB JJ NNS CC VBG TO NN CC NN JJ,1
"I like that the map works offline","['PRP', 'VBP', 'IN', 'DT', 'NN', 'VBZ', 'RP']","navigation","['I', 'like', 'that', 'the', 'map', 'works', 'offline']","['I', 'like', 'that', 'the', 'map', 'work', 'offlin']","['I', 'like', 'map', 'work', 'offlin']",2,PRP VBP IN DT NN VBZ RP,2
what other smartphones have HDMI,"['WP', 'JJ', 'NNS', 'VBP', 'NNP']",connectivity ,"['what', 'other', 'smartphones', 'have', 'HDMI']","['what', 'other', 'smartphon', 'have', 'hdmi']","['smartphon', 'hdmi']",2,WP JJ NNS VBP NNP,3
Call quality is outstanding with ear-piece volume really loud so no need to crank up the volume to max when you are in a noisy place.,"['DT', 'NN', 'VBZ', 'JJ', 'IN', 'JJ', 'NN', 'RB', 'JJ', 'IN', 'DT', 'NN', 'TO', 'VB', 'RP', 'DT', 'NN', 'TO', 'VB', 'WRB', 'PRP', 'VBP', 'IN', 'DT', 'JJ', 'NN', '.']",sound quality,"['Call', 'quality', 'is', 'outstanding', 'with', 'ear-piece', 'volume', 'really', 'loud', 'so', 'no', 'need', 'to', 'crank', 'up', 'the', 'volume', 'to', 'max', 'when', 'you', 'are', 'in', 'a', 'noisy', 'place', '.']","['call', 'qualiti', 'is', 'outstand', 'with', 'ear-piec', 'volum', 'realli', 'loud', 'so', 'no', 'need', 'to', 'crank', 'up', 'the', 'volum', 'to', 'max', 'when', 'you', 'are', 'in', 'a', 'noisi', 'place', '.']","['call', 'qualiti', 'outstand', 'ear-piec', 'volum', 'realli', 'loud', 'need', 'crank', 'volum', 'max', 'noisi', 'place', '.']",2,DT NN VBZ JJ IN JJ NN RB JJ IN DT NN TO VB RP DT NN TO VB WRB PRP VBP IN DT JJ NN .,2
I do not need to go app by app and spend 3 minutes to get the same info,"['PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'RB', 'IN', 'NN', 'CC', 'VB', 'CD', 'NNS', 'TO', 'VB', 'DT', 'JJ', 'NN']",App Store #missing,"['I', 'do', 'not', 'need', 'to', 'go', 'app', 'by', 'app', 'and', 'spend', '3', 'minutes', 'to', 'get', 'the', 'same', 'info']","['I', 'do', 'not', 'need', 'to', 'go', 'app', 'by', 'app', 'and', 'spend', '3', 'minut', 'to', 'get', 'the', 'same', 'info']","['I', 'need', 'go', 'app', 'app', 'spend', '3', 'minut', 'get', 'info']",2,PRP VBP RB VB TO VB RB IN NN CC VB CD NNS TO VB DT JJ NN,1
The moment you switch it on it will ask if you want to copy the contacts from your old phone via bluetooth,"['DT', 'NN', 'PRP', 'VBP', 'PRP', 'IN', 'PRP', 'MD', 'VB', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'NN']",user friendly,"['The', 'moment', 'you', 'switch', 'it', 'on', 'it', 'will', 'ask', 'if', 'you', 'want', 'to', 'copy', 'the', 'contacts', 'from', 'your', 'old', 'phone', 'via', 'bluetooth']","['the', 'moment', 'you', 'switch', 'it', 'on', 'it', 'will', 'ask', 'if', 'you', 'want', 'to', 'copi', 'the', 'contact', 'from', 'your', 'old', 'phone', 'via', 'bluetooth']","['moment', 'switch', 'ask', 'want', 'copi', 'contact', 'old', 'phone', 'via', 'bluetooth']",0,DT NN PRP VBP PRP IN PRP MD VB IN PRP VBP TO VB DT NNS IN PRP$ JJ NN IN NN,1
The virtual qwerty keyboard is a little slow like the Android 2.1 version.,"['DT', 'JJ', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'JJ', 'IN', 'DT', 'NNP', 'CD', 'NN', '.']",user friendly keyboard,"['The', 'virtual', 'qwerty', 'keyboard', 'is', 'a', 'little', 'slow', 'like', 'the', 'Android', '2.1', 'version', '.']","['the', 'virtual', 'qwerti', 'keyboard', 'is', 'a', 'littl', 'slow', 'like', 'the', 'android', '2.1', 'version', '.']","['virtual', 'qwerti', 'keyboard', 'littl', 'slow', 'like', 'android', '2.1', 'version', '.']",2,DT JJ NN NN VBZ DT JJ JJ IN DT NNP CD NN .,0
"I now access internet where ever I am, whenever I need to.","['PRP', 'RB', 'NN', 'NN', 'WRB', 'RB', 'PRP', 'VBP', ',', 'WRB', 'PRP', 'VBP', 'TO', '.']",connectivity ,"['I', 'now', 'access', 'internet', 'where', 'ever', 'I', 'am', ',', 'whenever', 'I', 'need', 'to', '.']","['I', 'now', 'access', 'internet', 'where', 'ever', 'I', 'am', ',', 'whenev', 'I', 'need', 'to', '.']","['I', 'access', 'internet', 'ever', 'I', ',', 'whenev', 'I', 'need', '.']",3,"PRP RB NN NN WRB RB PRP VBP , WRB PRP VBP TO .",1
The mail application takes ages to retrieve one single mail.,"['DT', 'NN', 'NN', 'VBZ', 'NNS', 'TO', 'VB', 'CD', 'JJ', 'NN', '.']",OS quality ,"['The', 'mail', 'application', 'takes', 'ages', 'to', 'retrieve', 'one', 'single', 'mail', '.']","['the', 'mail', 'applic', 'take', 'age', 'to', 'retriev', 'one', 'singl', 'mail', '.']","['mail', 'applic', 'take', 'age', 'retriev', 'one', 'singl', 'mail', '.']",2,DT NN NN VBZ NNS TO VB CD JJ NN .,2
The screen goes dark after only a few seconds of non-use and that too can not be changed.,"['DT', 'NN', 'VBZ', 'RB', 'IN', 'RB', 'DT', 'JJ', 'NNS', 'IN', 'NN', 'CC', 'IN', 'RB', 'MD', 'RB', 'VB', 'VBN', '.']",customize-ability #missing,"['The', 'screen', 'goes', 'dark', 'after', 'only', 'a', 'few', 'seconds', 'of', 'non-use', 'and', 'that', 'too', 'can', 'not', 'be', 'changed', '.']","['the', 'screen', 'goe', 'dark', 'after', 'onli', 'a', 'few', 'second', 'of', 'non-us', 'and', 'that', 'too', 'can', 'not', 'be', 'chang', '.']","['screen', 'goe', 'dark', 'onli', 'second', 'non-us', 'chang', '.']",1,DT NN VBZ RB IN RB DT JJ NNS IN NN CC IN RB MD RB VB VBN .,2
"the screen was not sensitive enough to the touch","['DT', 'NN', 'VBD', 'RB', 'JJ', 'RB', 'TO', 'DT', 'NN']","screen responsiveness #missing","['the', 'screen', 'was', 'not', 'sensitive', 'enough', 'to', 'the', 'touch']","['the', 'screen', 'wa', 'not', 'sensit', 'enough', 'to', 'the', 'touch']","['screen', 'wa', 'sensit', 'enough', 'touch']",1,DT NN VBD RB JJ RB TO DT NN,2
"you can have you email that updates as new email comes, in another window you can see your social media updates and activity on real time","['PRP', 'MD', 'VB', 'PRP', 'VBP', 'DT', 'VBZ', 'IN', 'JJ', 'NN', 'VBZ', ',', 'IN', 'DT', 'NN', 'PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NNS', 'NNS', 'CC', 'NN', 'IN', 'JJ', 'NN']",connectivity ,"['you', 'can', 'have', 'you', 'email', 'that', 'updates', 'as', 'new', 'email', 'comes', ',', 'in', 'another', 'window', 'you', 'can', 'see', 'your', 'social', 'media', 'updates', 'and', 'activity', 'on', 'real', 'time']","['you', 'can', 'have', 'you', 'email', 'that', 'updat', 'as', 'new', 'email', 'come', ',', 'in', 'anoth', 'window', 'you', 'can', 'see', 'your', 'social', 'media', 'updat', 'and', 'activ', 'on', 'real', 'time']","['email', 'updat', 'new', 'email', 'come', ',', 'anoth', 'window', 'see', 'social', 'media', 'updat', 'activ', 'real', 'time']",2,"PRP MD VB PRP VBP DT VBZ IN JJ NN VBZ , IN DT NN PRP MD VB PRP$ JJ NNS NNS CC NN IN JJ NN",1
it can charge wireless but you do need to buy the separate wireless charger,"['PRP', 'MD', 'VB', 'JJ', 'CC', 'PRP', 'VBP', 'VB', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN']",user friendly,"['it', 'can', 'charge', 'wireless', 'but', 'you', 'do', 'need', 'to', 'buy', 'the', 'separate', 'wireless', 'charger']","['it', 'can', 'charg', 'wireless', 'but', 'you', 'do', 'need', 'to', 'buy', 'the', 'separ', 'wireless', 'charger']","['charg', 'wireless', 'need', 'buy', 'separ', 'wireless', 'charger']",2,PRP MD VB JJ CC PRP VBP VB TO VB DT JJ NN NN,1
"Battery: It charges slow (very slow), and discharges fast (really fast).","['NN', ':', 'PRP', 'VBZ', 'JJ', '(', 'RB', 'RB', ')', ',', 'CC', 'NNS', 'RB', '(', 'RB', 'RB', ')', '.']", battery life #missing,"['Battery', ':', 'It', 'charges', 'slow', '(', 'very', 'slow', ')', ',', 'and', 'discharges', 'fast', '(', 'really', 'fast', ')', '.']","['batteri', ':', 'It', 'charg', 'slow', '(', 'veri', 'slow', ')', ',', 'and', 'discharg', 'fast', '(', 'realli', 'fast', ')', '.']","['batteri', ':', 'It', 'charg', 'slow', '(', 'veri', 'slow', ')', ',', 'discharg', 'fast', '(', 'realli', 'fast', ')', '.']",2,"NN : PRP VBZ JJ ( RB RB ) , CC NNS RB ( RB RB ) .",0
"Dont get this phone if you want to play games, you would be able to.","['NNP', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBP', 'TO', 'VB', 'NNS', ',', 'PRP', 'MD', 'VB', 'JJ', 'TO', '.']",gaming experience #missing,"['Dont', 'get', 'this', 'phone', 'if', 'you', 'want', 'to', 'play', 'games', ',', 'you', 'would', 'be', 'able', 'to', '.']","['dont', 'get', 'thi', 'phone', 'if', 'you', 'want', 'to', 'play', 'game', ',', 'you', 'would', 'be', 'abl', 'to', '.']","['dont', 'get', 'thi', 'phone', 'want', 'play', 'game', ',', 'would', 'abl', '.']",2,"NNP VB DT NN IN PRP VBP TO VB NNS , PRP MD VB JJ TO .",1
"In most of the menus, you can swipe vertically to scroll down, but you cannot swipe horizontally to switch between tabs.","['IN', 'JJS', 'IN', 'DT', 'NN', ',', 'PRP', 'MD', 'VB', 'RB', 'TO', 'VB', 'RP', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'RB', 'TO', 'VB', 'IN', 'NNS', '.']",user friendly #missing,"['In', 'most', 'of', 'the', 'menus', ',', 'you', 'can', 'swipe', 'vertically', 'to', 'scroll', 'down', ',', 'but', 'you', 'can', 'not', 'swipe', 'horizontally', 'to', 'switch', 'between', 'tabs', '.']","['In', 'most', 'of', 'the', 'menu', ',', 'you', 'can', 'swipe', 'vertic', 'to', 'scroll', 'down', ',', 'but', 'you', 'can', 'not', 'swipe', 'horizont', 'to', 'switch', 'between', 'tab', '.']","['In', 'menu', ',', 'swipe', 'vertic', 'scroll', ',', 'swipe', 'horizont', 'switch', 'tab', '.']",2,"IN JJS IN DT NN , PRP MD VB RB TO VB RP , CC PRP MD RB VB RB TO VB IN NNS .",1
"Wifi works OK, not very speedy, but it does enable access to personal email","['NNP', 'VBZ', 'NNP', ',', 'RB', 'RB', 'JJ', ',', 'CC', 'PRP', 'VBZ', 'JJ', 'NN', 'TO', 'JJ', 'NN']",connectivity,"['Wifi', 'works', 'OK', ',', 'not', 'very', 'speedy', ',', 'but', 'it', 'does', 'enable', 'access', 'to', 'personal', 'email']","['wifi', 'work', 'OK', ',', 'not', 'veri', 'speedi', ',', 'but', 'it', 'doe', 'enabl', 'access', 'to', 'person', 'email']","['wifi', 'work', 'OK', ',', 'veri', 'speedi', ',', 'doe', 'enabl', 'access', 'person', 'email']",2,"NNP VBZ NNP , RB RB JJ , CC PRP VBZ JJ NN TO JJ NN",0
"Unless I want to shot specifically nice pictures, I can leave my digital camera at home","['IN', 'PRP', 'VBP', 'TO', 'VB', 'RB', 'JJ', 'NNS', ',', 'PRP', 'MD', 'VB', 'PRP$', 'JJ', 'NN', 'IN', 'NN']",camera quality ,"['Unless', 'I', 'want', 'to', 'shot', 'specifically', 'nice', 'pictures', ',', 'I', 'can', 'leave', 'my', 'digital', 'camera', 'at', 'home']","['unless', 'I', 'want', 'to', 'shot', 'specif', 'nice', 'pictur', ',', 'I', 'can', 'leav', 'my', 'digit', 'camera', 'at', 'home']","['unless', 'I', 'want', 'shot', 'specif', 'nice', 'pictur', ',', 'I', 'leav', 'digit', 'camera', 'home']",2,"IN PRP VBP TO VB RB JJ NNS , PRP MD VB PRP$ JJ NN IN NN",1
Much easier to set up than other more expensive smartphones,"['RB', 'JJR', 'TO', 'VB', 'RP', 'IN', 'JJ', 'RBR', 'JJ', 'NNS']",user friendly,"['Much', 'easier', 'to', 'set', 'up', 'than', 'other', 'more', 'expensive', 'smartphones']","['much', 'easier', 'to', 'set', 'up', 'than', 'other', 'more', 'expens', 'smartphon']","['much', 'easier', 'set', 'expens', 'smartphon']",2,RB JJR TO VB RP IN JJ RBR JJ NNS,0
Using the phone for calls and texts and a couple hours a day on the internet with wifi and it still goes a couple of days between charges,"['VBG', 'DT', 'NN', 'IN', 'NNS', 'CC', 'NN', 'CC', 'DT', 'NN', 'NNS', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'CC', 'PRP', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNS']",battery life,"['Using', 'the', 'phone', 'for', 'calls', 'and', 'texts', 'and', 'a', 'couple', 'hours', 'a', 'day', 'on', 'the', 'internet', 'with', 'wifi', 'and', 'it', 'still', 'goes', 'a', 'couple', 'of', 'days', 'between', 'charges']","['use', 'the', 'phone', 'for', 'call', 'and', 'text', 'and', 'a', 'coupl', 'hour', 'a', 'day', 'on', 'the', 'internet', 'with', 'wifi', 'and', 'it', 'still', 'goe', 'a', 'coupl', 'of', 'day', 'between', 'charg']","['use', 'phone', 'call', 'text', 'coupl', 'hour', 'day', 'internet', 'wifi', 'still', 'goe', 'coupl', 'day', 'charg']",3,VBG DT NN IN NNS CC NN CC DT NN NNS DT NN IN DT NN IN NN CC PRP RB VBZ DT NN IN NNS IN NNS,2
"The live tiles are fun, and the ability to add just the people I want from my contacts to my start screen and get just their updates keeps me from spending most of my life on Facebook.","['DT', 'JJ', 'NNS', 'VBP', 'JJ', ',', 'CC', 'DT', 'NN', 'TO', 'VB', 'RB', 'DT', 'NNS', 'PRP', 'VBP', 'IN', 'PRP$', 'NNS', 'TO', 'PRP$', 'NN', 'NN', 'CC', 'VB', 'RB', 'PRP$', 'NNS', 'VBP', 'PRP', 'IN', 'VBG', 'JJS', 'IN', 'PRP$', 'NN', 'IN', 'NNP', '.']",customize-ability,"['The', 'live', 'tiles', 'are', 'fun', ',', 'and', 'the', 'ability', 'to', 'add', 'just', 'the', 'people', 'I', 'want', 'from', 'my', 'contacts', 'to', 'my', 'start', 'screen', 'and', 'get', 'just', 'their', 'updates', 'keeps', 'me', 'from', 'spending', 'most', 'of', 'my', 'life', 'on', 'Facebook', '.']","['the', 'live', 'tile', 'are', 'fun', ',', 'and', 'the', 'abil', 'to', 'add', 'just', 'the', 'peopl', 'I', 'want', 'from', 'my', 'contact', 'to', 'my', 'start', 'screen', 'and', 'get', 'just', 'their', 'updat', 'keep', 'me', 'from', 'spend', 'most', 'of', 'my', 'life', 'on', 'facebook', '.']","['live', 'tile', 'fun', ',', 'abil', 'add', 'peopl', 'I', 'want', 'contact', 'start', 'screen', 'get', 'updat', 'keep', 'spend', 'life', 'facebook', '.']",1,"DT JJ NNS VBP JJ , CC DT NN TO VB RB DT NNS PRP VBP IN PRP$ NNS TO PRP$ NN NN CC VB RB PRP$ NNS VBP PRP IN VBG JJS IN PRP$ NN IN NNP .",1
"Great for taking landscape pictures","['NNP', 'IN', 'VBG', 'NN', 'NNS']","camera quality","['Great', 'for', 'taking', 'landscape', 'pictures']","['great', 'for', 'take', 'landscap', 'pictur']","['great', 'take', 'landscap', 'pictur']",2,NNP IN VBG NN NNS,3
I turn it off at night and one battery charge lasts 5-6 days,"['PRP', 'VBP', 'PRP', 'RP', 'IN', 'NN', 'CC', 'CD', 'NN', 'NN', 'VBZ', 'JJ', 'NNS']",battery life,"['I', 'turn', 'it', 'off', 'at', 'night', 'and', 'one', 'battery', 'charge', 'lasts', '5-6', 'days']","['I', 'turn', 'it', 'off', 'at', 'night', 'and', 'one', 'batteri', 'charg', 'last', '5-6', 'day']","['I', 'turn', 'night', 'one', 'batteri', 'charg', 'last', '5-6', 'day']",2,PRP VBP PRP RP IN NN CC CD NN NN VBZ JJ NNS,1
"I also use it to go to the web sites like gmail, yahoo, facebook etc., and it works flawlessly","['PRP', 'RB', 'VBP', 'PRP', 'TO', 'VB', 'TO', 'DT', 'NN', 'VBZ', 'IN', 'NN', ',', 'NN', ',', 'NN', 'NN', ',', 'CC', 'PRP', 'VBZ', 'RB']",connectivity,"['I', 'also', 'use', 'it', 'to', 'go', 'to', 'the', 'web', 'sites', 'like', 'gmail', ',', 'yahoo', ',', 'facebook', 'etc.', ',', 'and', 'it', 'works', 'flawlessly']","['I', 'also', 'use', 'it', 'to', 'go', 'to', 'the', 'web', 'site', 'like', 'gmail', ',', 'yahoo', ',', 'facebook', 'etc.', ',', 'and', 'it', 'work', 'flawlessli']","['I', 'also', 'use', 'go', 'web', 'site', 'like', 'gmail', ',', 'yahoo', ',', 'facebook', 'etc.', ',', 'work', 'flawlessli']",2,"PRP RB VBP PRP TO VB TO DT NN VBZ IN NN , NN , NN NN , CC PRP VBZ RB",1
"It takes better pictures than my previous digital point and shoot camera","['PRP', 'VBZ', 'RBR', 'NNS', 'IN', 'PRP$', 'JJ', 'JJ', 'NN', 'CC', 'NN', 'NN']","camera quality","['It', 'takes', 'better', 'pictures', 'than', 'my', 'previous', 'digital', 'point', 'and', 'shoot', 'camera']","['It', 'take', 'better', 'pictur', 'than', 'my', 'previou', 'digit', 'point', 'and', 'shoot', 'camera']","['It', 'take', 'better', 'pictur', 'previou', 'digit', 'point', 'shoot', 'camera']",2,PRP VBZ RBR NNS IN PRP$ JJ JJ NN CC NN NN,0
"You can download all the maps offline and search offline","['PRP', 'MD', 'VB', 'PDT', 'DT', 'NNS', 'NN', 'CC', 'NN', 'NN']","navigation","['You', 'can', 'download', 'all', 'the', 'maps', 'offline', 'and', 'search', 'offline']","['you', 'can', 'download', 'all', 'the', 'map', 'offlin', 'and', 'search', 'offlin']","['download', 'map', 'offlin', 'search', 'offlin']",2,PRP MD VB PDT DT NNS NN CC NN NN,1
"I thought I would miss the hardware keyboard but I found myself typing just as fast on the (according to the tech blogs) ""substandard"" on screen qwerty","['PRP', 'VBD', 'PRP', 'MD', 'VB', 'DT', 'NN', 'NN', 'CC', 'PRP', 'VBD', 'PRP', 'VBG', 'RB', 'IN', 'RB', 'IN', 'DT', '(', 'VBG', 'TO', 'DT', 'JJ', 'NNS', ')', '``', 'NN', ""''"", 'IN', 'JJ', 'NN']",user friendly keyboard ,"['I', 'thought', 'I', 'would', 'miss', 'the', 'hardware', 'keyboard', 'but', 'I', 'found', 'myself', 'typing', 'just', 'as', 'fast', 'on', 'the', '(', 'according', 'to', 'the', 'tech', 'blogs', ')', '``', 'substandard', ""''"", 'on', 'screen', 'qwerty']","['I', 'thought', 'I', 'would', 'miss', 'the', 'hardwar', 'keyboard', 'but', 'I', 'found', 'myself', 'type', 'just', 'as', 'fast', 'on', 'the', '(', 'accord', 'to', 'the', 'tech', 'blog', ')', '``', 'substandard', ""''"", 'on', 'screen', 'qwerti']","['I', 'thought', 'I', 'would', 'miss', 'hardwar', 'keyboard', 'I', 'found', 'type', 'fast', '(', 'accord', 'tech', 'blog', ')', '``', 'substandard', ""''"", 'screen', 'qwerti']",1,PRP VBD PRP MD VB DT NN NN CC PRP VBD PRP VBG RB IN RB IN DT ( VBG TO DT JJ NNS ) `` NN '' IN JJ NN,1
"if your using the phone for internet, calls, and Facebook that battery is ok","['IN', 'PRP$', 'VBG', 'DT', 'NN', 'IN', 'NN', ',', 'VBZ', ',', 'CC', 'NNP', 'IN', 'NN', 'VBZ', 'JJ']",,"['if', 'your', 'using', 'the', 'phone', 'for', 'internet', ',', 'calls', ',', 'and', 'Facebook', 'that', 'battery', 'is', 'ok']","['if', 'your', 'use', 'the', 'phone', 'for', 'internet', ',', 'call', ',', 'and', 'facebook', 'that', 'batteri', 'is', 'ok']","['use', 'phone', 'internet', ',', 'call', ',', 'facebook', 'batteri', 'ok']",3,"IN PRP$ VBG DT NN IN NN , VBZ , CC NNP IN NN VBZ JJ",2
 should give the option for recording your own voice,"['MD', 'VB', 'DT', 'NN', 'IN', 'VBG', 'PRP$', 'JJ', 'NN']",,"['should', 'give', 'the', 'option', 'for', 'recording', 'your', 'own', 'voice']","['should', 'give', 'the', 'option', 'for', 'record', 'your', 'own', 'voic']","['give', 'option', 'record', 'voic']",2,MD VB DT NN IN VBG PRP$ JJ NN,1
"This has solved my dilemma for opening DOC, XLS, and PDF files","['DT', 'VBZ', 'VBN', 'PRP$', 'NN', 'IN', 'VBG', 'NNP', ',', 'NNP', ',', 'CC', 'NNP', 'NNS']",,"['This', 'has', 'solved', 'my', 'dilemma', 'for', 'opening', 'DOC', ',', 'XLS', ',', 'and', 'PDF', 'files']","['thi', 'ha', 'solv', 'my', 'dilemma', 'for', 'open', 'doc', ',', 'xl', ',', 'and', 'pdf', 'file']","['thi', 'ha', 'solv', 'dilemma', 'open', 'doc', ',', 'xl', ',', 'pdf', 'file']",2,"DT VBZ VBN PRP$ NN IN VBG NNP , NNP , CC NNP NNS",3
I downloaded Nokia suite and synced my computer with outlook for contacts.,"['PRP', 'VBD', 'NNP', 'NN', 'CC', 'VBD', 'PRP$', 'NN', 'IN', 'NN', 'IN', 'NNS', '.']",,"['I', 'downloaded', 'Nokia', 'suite', 'and', 'synced', 'my', 'computer', 'with', 'outlook', 'for', 'contacts', '.']","['I', 'download', 'nokia', 'suit', 'and', 'sync', 'my', 'comput', 'with', 'outlook', 'for', 'contact', '.']","['I', 'download', 'nokia', 'suit', 'sync', 'comput', 'outlook', 'contact', '.']",2,PRP VBD NNP NN CC VBD PRP$ NN IN NN IN NNS .,1
I used it as an FM transmitter,"['PRP', 'VBD', 'PRP', 'IN', 'DT', 'NNP', 'NN']",,"['I', 'used', 'it', 'as', 'an', 'FM', 'transmitter']","['I', 'use', 'it', 'as', 'an', 'FM', 'transmitt']","['I', 'use', 'FM', 'transmitt']",2,PRP VBD PRP IN DT NNP NN,1
build quality is definitively its strong point.,"['JJ', 'NN', 'VBZ', 'RB', 'PRP$', 'JJ', 'NN', '.']",build quality,"['build', 'quality', 'is', 'definitively', 'its', 'strong', 'point', '.']","['build', 'qualiti', 'is', 'definit', 'it', 'strong', 'point', '.']","['build', 'qualiti', 'definit', 'strong', 'point', '.']",2,JJ NN VBZ RB PRP$ JJ NN .,0
"If you manually add podcast files to your phone, they will show up in the Music section, which is strange.","['IN', 'PRP', 'RB', 'VB', 'NN', 'NNS', 'TO', 'PRP$', 'NN', ',', 'PRP', 'MD', 'VB', 'RP', 'IN', 'DT', 'NNP', 'NN', ',', 'WDT', 'VBZ', 'JJ', '.']",files ,"['If', 'you', 'manually', 'add', 'podcast', 'files', 'to', 'your', 'phone', ',', 'they', 'will', 'show', 'up', 'in', 'the', 'Music', 'section', ',', 'which', 'is', 'strange', '.']","['If', 'you', 'manual', 'add', 'podcast', 'file', 'to', 'your', 'phone', ',', 'they', 'will', 'show', 'up', 'in', 'the', 'music', 'section', ',', 'which', 'is', 'strang', '.']","['If', 'manual', 'add', 'podcast', 'file', 'phone', ',', 'show', 'music', 'section', ',', 'strang', '.']",0,"IN PRP RB VB NN NNS TO PRP$ NN , PRP MD VB RP IN DT NNP NN , WDT VBZ JJ .",1
,[],files ,[],[],[],2,,3
"media player capabilities","['NNS', 'NN', 'NNS']","media","['media', 'player', 'capabilities']","['media', 'player', 'capabl']","['media', 'player', 'capabl']",2,NNS NN NNS,3
,[],"media",[],[],[],2,,3
